id,cid,card_num,card_type
0034b0dd-5369-48c2-b8c7-03c60d9780e1,73,4416118625967948,visa
e71cf042-8533-4808-8e4e-505c869c7b2f,74,4041371136867718,visa
74158a45-cf2f-4c31-a212-2caf5b2fb4ac,75,374288091482348,americanexpress
3c4c643a-4f1c-4932-b572-8cc5651b87ce,76,5155751377002167,mastercard
33e15f09-a274-4345-9933-83f436491821,77,4041590421972996,visa
a7111573-cf60-414f-85f5-80c1330936d2,78,5007668078091226,mastercard
d3f678b2-b75d-4b3e-82b9-7391e6eca3b4,79,5576926679328301,mastercard
37becf5f-d196-466d-b40e-3cb0402c4c42,80,343194097233396,americanexpress
a92f94cd-99a0-4a64-89bb-248958cdc37f,81,374288304540650,americanexpress
6b04be78-8091-4fee-9889-600fd160da26,82,346049328419692,americanexpress
a9e17db6-6d84-4f6a-9cae-1343952aa410,83,337941249593178,americanexpress
505dfd7e-4320-4c86-884d-6be2efc73687,84,5100131246482989,mastercard
6b3607cd-0050-4090-aab8-d2fe0f43114f,85,4041599971892,visa
1f208577-cf31-4c75-a195-d4ccc12f8aea,86,4041375930469381,visa
45586323-5f53-4e91-8a4e-021f418ca38b,87,5100143440567721,mastercard
5d060676-7dc1-487b-beb0-10a2d2f02f19,88,4041379305029572,visa
2b68c462-f0d0-4885-96e1-673ef183bd2a,89,5002357962596616,mastercard
3bb5d869-2bc6-4910-b6f8-d1e842ca5667,90,374622090561803,americanexpress
b20d12e5-48e4-4215-8a0b-9d273b29d1d6,91,5326312533529322,mastercard
46ccfd59-3b14-4a09-b07b-da71365d318a,92,4017950783738,visa
e632bb07-f7cd-4fa4-ad5c-953e20d21495,93,4017958273542,visa
c6bf88dc-01d7-4577-9fab-a013623138e3,94,374622501758360,americanexpress
40bef6e5-865e-443a-a3c2-d067a05662b7,95,4017953791159,visa
5cabee31-95f4-43f6-8c16-7c6c712cce8e,96,337941641746036,americanexpress
2c92a58e-11ee-4e0d-b9e1-54d3ec902906,97,5563001207511193,mastercard
50e60a50-fa1f-4a9c-ad54-993446ad0767,98,5002351013536275,mastercard
ee98ebfb-7bfd-47e2-be58-8e06cc7096a1,99,4041592173886168,visa
d2ada124-8865-4a41-9106-eba08883ca32,100,374288028923299,americanexpress
acdaf66f-c454-440a-995e-fc2f44d03a7b,101,337941650871691,americanexpress
13b06dea-8724-45c7-ac73-93a287b1b024,102,4041372458158,visa
32b1d8a0-6265-4f70-b9d0-312210857ad9,103,5007662575745574,mastercard
39825b21-ae2b-4bf9-bc3b-15cacd058c13,104,374622683985559,americanexpress
935d3226-3d88-4bb0-9f1a-8231ad71093a,105,4041375768652,visa
05ac00b3-33e8-4432-8e8c-96023a7afec1,106,5453978708998222,mastercard
939e4458-7e79-43f4-b440-a2913812bcca,107,4316266007133,visa
08edb3e3-9f8a-4329-bf03-4ed49b16e2ed,108,4017952232791,visa
1db73b07-a7ba-43f6-9a04-a221562169d8,109,337941687476894,americanexpress
24645183-2901-473c-a67f-3590ef6771ed,110,5399970510820733,mastercard
74696aa5-e958-4af5-b159-32f91753271e,111,5010126349914200,mastercard
bdc50c57-1be2-451f-9b57-e21f9d44ca2d,112,4041371590332,visa
dacea206-482a-44da-bddc-a027f8d18d63,113,5201142209885066,mastercard
2673c8fb-48db-45be-88a7-e4dd6131f153,114,4041374719516,visa
9c3e32bb-1970-41f4-a41c-568ceae2ba48,115,4041591893300,visa
7380299f-fa0d-4076-9455-e088fcb35173,116,4017957575509,visa
17692afc-5467-49b5-9549-8add473bd208,117,5108757412754850,mastercard
6b7f4518-becc-4bee-82c8-c290b77e51eb,118,5167050330560395,mastercard
80e2f9f8-04a4-4abd-b154-0b7a655073bd,119,5010125381041807,mastercard
906d83f9-8c5a-4d25-8163-8c58a2f0c8be,120,5002353229471545,mastercard
30812ca8-8df2-4156-b99b-a01966c9b328,121,374288664361879,americanexpress
f1c571a0-c7d4-4b1c-92be-9e1c6a373749,122,372301734530662,americanexpress
5ce056fa-ecc7-4e05-af05-0fa42df36af5,123,4814899092837,visa
9f5cec12-8843-4ea2-9d47-d21ba511fd08,124,5561336470488949,mastercard
7451560d-b831-4092-a4e8-2b308079f219,125,5309711107575135,mastercard
dedb2077-852b-419e-9ef4-9f2c84a88bd4,126,370016505948040,americanexpress
a301b16c-1ae0-4123-814f-2f50a5d8d2f4,127,373775617924630,americanexpress
1412eb70-4613-41ee-8427-8c34480fe364,128,4017957022207439,visa
495fd9dc-bbb8-4f9b-834c-645c1c339d13,129,4041378426682871,visa
9233ddde-28c8-4432-97ea-c4769d0faba8,130,5002357642005871,mastercard
349ab76f-ba73-42f9-99ab-7dc3f5d8deba,131,4563642538517327,visa
79d586c6-f926-40d4-b448-2f13f6fdc2a9,132,5430013171921135,mastercard
f208cdf4-64fc-4b1f-8539-1bae62600ce9,133,372301672258037,americanexpress
3dae2ac4-d02c-4106-8996-00bef694dfd9,134,340427471972756,americanexpress
307ea308-33fa-4858-b751-988752f8ef43,135,4969984583569,visa
fca0ee8e-423a-4379-93f1-3f24e70236e5,136,340318872650838,americanexpress
c9769387-1643-4d50-b73a-33545bdcf0c6,137,379427194485122,americanexpress
bf899886-1b37-48d2-afe5-30834a4f062c,138,374622373667996,americanexpress
b6850ba3-1fb1-4795-adb8-7c6e08814091,139,374288144568796,americanexpress
eb90218e-ecb7-483b-880c-910585068abe,140,5007662600717440,mastercard
d81078f0-5c0d-40cb-84e9-356225fa6ae6,141,372301366798538,americanexpress
3f7a4161-d00d-4b25-b647-193a2c84e02d,142,4017950827424143,visa
1ccfe5d4-0053-4765-8d54-c433222635cb,143,4041377083415,visa
58744555-4e43-4cdf-907d-6a5126620576,144,372301627814330,americanexpress
b8f9089a-0d51-4605-b3c5-9511dd362420,145,4017953079918440,visa
7c26d59d-9561-40cd-8cee-de707852305d,146,5048377596715123,mastercard
a53ebacb-1db9-4388-92bc-fbb80edc1df9,147,4253750504541,visa
86581a42-bef3-4dfe-89a0-00c2b92fb77f,148,374288373297208,americanexpress
e6c7222b-e0ec-4a7f-a21a-8a2a7ef5a6bb,149,337941715329263,americanexpress
9393777e-3956-4b86-a12c-518e43cd1482,150,379846989762215,americanexpress
0314c653-5b2e-4498-bd10-fdd5ba3bc3d7,151,376930741240596,americanexpress
e06631e5-20b1-4ec1-94e3-2730822e3ca5,152,371937615508474,americanexpress
fc03df7a-cc7e-450b-8340-0fcfcd9f17b2,153,5100133023819680,mastercard
ac8b1e21-acaa-4471-8aac-e7783928e8a7,154,4017958750084867,visa
2f2a9302-61cb-407a-98c4-a204c82ffcae,155,374288173658062,americanexpress
3c7d2a02-89c8-42f3-8173-8f6be39fd7c9,156,374288739842713,americanexpress
ab231ac2-1ed7-464c-9a0e-22b2d9b53606,157,374622630170990,americanexpress
8b6cdf74-36c4-4002-874a-073d28bd0ae1,158,5419943750909686,mastercard
d4638433-7ee8-4b02-89c6-db7bd132ffed,159,374622152454129,americanexpress
556ad08a-d4dd-49e4-b30f-b81bc94975f3,160,374622201683819,americanexpress
1a249f50-6572-499a-bbfc-890ebaa5b67e,161,4017953108149,visa
b5587d77-dbd9-48c8-8031-4fb5acdd233f,162,4049154832581,visa
90787488-95e3-4d5b-9306-23ff0ec501bb,163,374622761410884,americanexpress
0ae20832-6dd8-4247-90d0-c039585671f8,164,4041593465925607,visa
36e92a52-afe8-4698-a7a3-62dc6822050e,165,337941372444264,americanexpress
8fda2647-29bd-45ca-a37d-3d8fc07c7567,166,340407784006195,americanexpress
11368940-13dc-4e90-9e57-c063675d4db5,167,5007660105409315,mastercard
55381cd4-efce-4d6e-b8e9-442cbeb0e5c5,168,375940446781357,americanexpress
60cb90c4-4bd5-45ca-9605-5bee78ead007,169,4041372181917,visa
b5971629-224b-4262-927e-7233e0e40e54,170,374288254775389,americanexpress
74d6d3a1-c455-43a8-bfe5-50a42cc4fca6,171,4253630977237973,visa
b6964d66-fc5a-44b0-b90d-95b5c86ae9d7,172,379309850777333,americanexpress
cf352ad9-a5ad-4601-acac-66b68c5b7b46,173,5108755055165376,mastercard
276aa8f4-f169-47d8-a35f-82c7e35c33ba,174,5100142808345803,mastercard
72f4ed2f-3c2f-4c0f-80ca-093da1ef9e6d,175,5010126430099259,mastercard
0fb84a27-121d-438a-88f6-75a6fd245745,176,4041376698813067,visa
bf9d3737-cac5-423e-b386-017cf0a93d8f,177,337941674795512,americanexpress
1d0bb657-21ea-439b-b00d-c8cb16bc861d,178,5285480102400271,mastercard
949ab927-9dd1-49a4-9eca-e2be6f4936f5,179,5100173281728975,mastercard
90bf10df-0dc7-4ee1-b2b3-ec42dcffab61,180,370332095640198,americanexpress
60e36478-db28-49b6-aca6-4f0891f8ebfc,181,5100144682383710,mastercard
e320154c-a254-4bc0-8002-c1f7216234a9,182,5010128394615369,mastercard
e4c3fc03-4fe3-4480-89d8-4f819e2ae3d1,183,4041376791489,visa
8e6c02af-016e-47a3-8216-29ed6508beb9,184,5468169358557996,mastercard
601f5110-4dc8-4a70-ad27-0470829240bf,185,4041374840286548,visa
29b9a3f9-de40-41b8-95e5-4aba85a4b152,186,5108759018511569,mastercard
c0fbd748-8081-48ba-8812-1a5d9dcf91ec,187,5100143983366309,mastercard
ed889f47-b255-4f5b-a24e-dc0bc6507eae,188,374622576785199,americanexpress
e562319c-503b-411f-8f12-f879bb6d54e5,189,5144047957869693,mastercard
ae512ae2-01ef-4f5b-9b5e-eaba0dd1b528,190,4041379000004920,visa
f7e8615a-497d-4a4b-bcaf-2003a400f93a,191,373657317515209,americanexpress
3796fed6-e28e-49ac-858b-4d51a14e1efe,192,5100174643236939,mastercard
9f913519-965a-4d7b-b4f0-62fa89b94dff,193,5002354288591710,mastercard
9ef881d6-3224-42b6-ac3b-1799003697d2,194,5360334511997914,mastercard
d3ccdba5-80b8-4bcd-a22b-ab489508b343,195,337941520590513,americanexpress
7fdd0348-aa04-4dcf-ab0a-946537751922,196,4017953594023288,visa
b1ca4a3e-964d-4352-8cf6-ec91f1fd1911,197,5108752054950627,mastercard
415c473c-d5cc-486b-b6a0-cb1045596301,198,373448618719074,americanexpress
f60d39a9-586a-4a81-b1a6-2ace6c4e4d06,199,5314930817753393,mastercard
7268628b-80d8-41a9-8e76-66311e012f9a,200,372301787000993,americanexpress
7b360bd2-aeaa-4a8f-8e07-024fd171a2c4,201,4876803472132,visa
e0d63937-2423-4433-9387-8dbf89232c4d,202,370246894803197,americanexpress
04211825-78fd-40a4-9fe1-f1843a4622fc,203,5108755157338426,mastercard
d9d291a2-8786-454b-9b76-2df2b1ae607e,204,376527962894893,americanexpress
a00b3c1c-6b42-46d3-9fe0-122be2ada082,205,4017955568029985,visa
7eeb6763-4650-4775-8217-e43c20d950de,206,4527534715131599,visa
34986056-a988-4b66-a34b-0d1794ade597,207,4717839162927,visa
e3ab5def-1a1c-4df2-9fae-d93d4f5077ce,208,372301637977663,americanexpress
cbf1d6e3-4530-4ada-b390-ce8d8339be2c,209,4017953710308,visa
742fa31d-9060-4da2-95cf-df6cfb46518b,210,4017951456323952,visa
db6743b7-15bd-47dc-9d20-15754cba16f8,211,4041376813960,visa
16173fc1-acde-4903-bda2-6517c59ca50d,212,5010124279894393,mastercard
b35200fa-a522-4563-bee7-d3d380a09275,213,4041373246289,visa
d124486b-0744-4d7b-b28a-ba25468ecd3c,214,4017950647113173,visa
3dc61138-c066-4bed-b110-0ddf47aae360,215,4017958254690,visa
442e9104-1cd4-4f78-9321-73dab326c7dd,216,348465927371506,americanexpress
faf6612c-eb04-400d-a21c-2ff7e22d059b,217,4017954277984291,visa
5d8f6af1-263b-4337-9fd4-0653ac8edd27,218,4041598565313778,visa
991628f7-2101-4883-861c-0b971bc00ba3,219,5366175090501450,mastercard
cac98786-85d4-4322-b4dc-2ac8d6fedfd4,220,4017953598526823,visa
a4f8fd84-7dff-4b9e-be59-fd62a3520184,221,5253202318102857,mastercard
749f070d-a2dd-47c4-8086-9982ee57fac7,222,4715638702083,visa
567fcde0-fe76-41da-993f-199aba78e3cb,223,374622233019487,americanexpress
571b51f4-6914-49d6-ae1b-15ddfd9bb988,224,5100143533564809,mastercard
6d32dbea-55e9-491b-bc71-c991764f8ab8,225,4017951164060,visa
66e63968-b9f4-4679-ac1d-2cdb41bfffe9,226,5010120840993714,mastercard
4fb223d1-ccb7-43e0-9de7-074e396c0aff,227,5048376016114040,mastercard
095c318e-24fe-4b5b-b720-322a2c747eb6,228,5048373877833586,mastercard
9ea294b0-82ad-4853-bdae-7558a03fb5b3,229,374283214046583,americanexpress
68ebd261-4f43-4782-acbb-c70ab7f78efb,230,4170017410245088,visa
dfb7786c-8d79-4fe9-906a-fd2c41d7f7ff,231,374544267186877,americanexpress
4bc28ccf-be5d-4307-afac-cac34afebfae,232,5108754876341118,mastercard
250171c3-0c72-4ada-8046-8f1d9fe40f7c,233,348429433444520,americanexpress
24feb7ec-ecc7-4ba3-9ae6-cd16e89eec96,234,5485444170254984,mastercard
c8f44b83-f334-409b-a120-92b6b409c41b,235,4041378691014362,visa
36d3a58f-7673-489e-b50f-f959d622b2c8,236,4041598724061292,visa
55ab25d8-3032-44be-9046-91ee3ac94ebd,237,374283033036468,americanexpress
2cd07ce8-7cb7-4917-9c74-eab81f0a12bd,238,5002352136742774,mastercard
f0c45c9c-ea56-4b28-89f6-7e7390b3013f,239,4277412806389834,visa
c8b2b182-02de-47f0-b54a-51944d70e617,240,374911304823814,americanexpress
ab9d3c14-72bb-46c0-b4a7-5fae90f95380,241,374622284895033,americanexpress
84ccf5eb-0ca8-4c2e-add8-e11a8a531e0a,242,4041592200606951,visa
a0351702-9395-43e7-810d-e5b28d1bbb9f,243,4017959426906723,visa
5eea1a36-b400-4847-b6ce-f74eff73edd2,244,4017953463015,visa
02eccd7d-df99-4e3a-bd63-f0358fb9d0bf,245,348418591195735,americanexpress
1669d911-1c3a-418d-90aa-a95f190ab121,246,374622929631983,americanexpress
f426aa5e-fe8b-4997-8bb5-eb555f6dd3fc,247,337941217421337,americanexpress
f5308666-f8f0-4690-b45c-67f1791c2fa0,248,4720627390551,visa
8f11b67b-bc31-43a4-a0ee-7afc16368004,249,374288269795695,americanexpress
f577d457-66fb-40e2-8bf1-1e234e1548d7,250,5010124077559974,mastercard
2f6e8a28-b2da-461a-b433-009c3c1aab20,251,374288518178396,americanexpress
ea58d399-7e27-4d73-9350-a5b86d3d898c,252,5007660876131627,mastercard
b02c1a10-6c00-408f-b0f0-e1c919d42660,253,4017951034440278,visa
20d24bae-caab-4eeb-98a3-a263134f2f53,254,5100139599368788,mastercard
0150e292-6bca-4d97-8992-ff54f8503442,255,4041372289358760,visa
aaeb1313-0976-4da1-b6f9-488afe261d91,256,4041370959063413,visa
8513bedc-ef22-4f86-8f48-0d0828bd3d1e,257,337941006355605,americanexpress
125ead65-40f8-420f-b045-38b1d03bf486,258,337941173097261,americanexpress
7bb93110-e2d3-45f4-bc46-441e71151af9,259,4041376600977554,visa
bed55cae-9b14-43b5-a637-8524b8aa4543,260,349128397962886,americanexpress
18e1ab9a-7d5f-49aa-8126-d0b211bafb3c,261,374283624202511,americanexpress
6800d958-6f9b-4757-95e4-bfc7031c47dc,262,372301936908211,americanexpress
5eb1629a-b8c7-4d30-98c1-9e2205978853,263,5108753498787187,mastercard
c4aa838c-961c-4c9f-8536-6a2461bfc745,264,5100135120062239,mastercard
0f52c1ae-52d0-4816-8d0a-c2e36b2524ac,265,374622528481517,americanexpress
a11310a0-9a26-4268-a850-c7be6e228d7a,266,337941189567315,americanexpress
a9ed2e5d-d7e4-4e9d-8470-242bacb09331,267,4476793244030042,visa
029e0ff8-4246-48cc-8e7e-b5c06f5b2762,268,5048379831717088,mastercard
df8cc514-143a-4cd5-b4ba-f95a869b7823,269,348010808185029,americanexpress
19220699-bcb0-41c3-b20b-fb4db8ea7136,270,5549961238599518,mastercard
cf148123-3961-4bfe-bd60-d9d42779e367,271,5010120322982524,mastercard
1e24798b-be1a-4df5-8549-0abd186fff2e,272,4017955061583207,visa
c134e851-6787-4f6f-958a-74ddde31b1a0,273,374288291945821,americanexpress
86d4a298-184b-479c-80d7-822dbab24d3a,274,4518930072776896,visa
ed9580c3-95c1-44df-8ac9-84f6bddd385e,275,4871584344943296,visa
d8c6c124-3352-44a2-9a2d-a1b585a8a0b2,276,374283586870727,americanexpress
4cb38d33-b5a9-444e-aaf1-d01719ffa456,277,5281678068027434,mastercard
92deac9e-d06f-474e-b720-96a87e8b5fe5,278,5108756603270064,mastercard
66a72f9d-2b68-4e18-8197-8b98c91486ef,279,4041378143807744,visa
9f87893d-a8cc-4083-98c0-af231b2d4edc,280,372301135887612,americanexpress
81456a51-28ab-4a16-b28f-c421b5c1ec02,281,5108755113470008,mastercard
ba121946-c1f2-4eee-83ca-2668294acb9a,282,4041595685744,visa
caa47fd9-1f44-42bb-b795-da0d2b65b067,283,4017953487922430,visa
5ddd740e-1c54-4c19-8512-fce8e0bb4f5e,284,4211867769707968,visa
114fee31-e0ef-47fb-8958-f8ff85368b3f,285,4041593002652,visa
1f28e467-1071-4340-90dd-8b8b97e8d41c,286,374283000271072,americanexpress
01da72bc-1a25-432a-a30a-3eeb4c7c410c,287,4239048295977387,visa
4fc15177-f0b4-4e49-b9d8-749cbf35543c,288,4017959144216348,visa
dba8e017-d804-4ed6-b3be-034af1d2d32d,289,5108757725672211,mastercard
0af6185e-a8b6-4ff3-ba3a-ddddfaa23feb,290,372301118077892,americanexpress
27b8e36f-c50a-410d-abd3-93c52f8865bf,291,4017951876066157,visa
32ac5f9e-72d3-4f38-8b3a-52ebbc72bf03,292,370790366496204,americanexpress
e8125e86-b52a-490b-8abc-7d6348e30766,293,4646532683816,visa
78128fe8-935d-4427-bdf2-850f609980ba,294,374622248381419,americanexpress
6e5665c8-49bd-4b6f-b83d-2196ef58a116,295,371116814951732,americanexpress
2a093a61-2f56-4935-bdad-c6bff0ed8a5f,296,344162979747535,americanexpress
2ab3f98e-21b9-4457-a333-ee223d4116e6,297,4041590161295244,visa
62c19d37-de36-463b-a419-9311b5efe961,298,4538734473001565,visa
964f8557-25d7-46a7-b191-e8f9850c12c6,299,5100149100165243,mastercard
efa30f59-aa53-4037-9cab-2e363ab2685c,300,4041593067640109,visa
c14fa26c-8ba7-4920-976b-c5ca3a94d52f,301,4041590429023,visa
917bd59c-6194-431a-b8c3-01e47360b876,302,5100133357780292,mastercard
c6fc752e-2e9c-49dc-a478-f0848bdae29c,303,4692696243898137,visa
30007b2b-5b8d-4e4a-8ca2-1f14af1b317b,304,5159604636744739,mastercard
b10efb6f-424c-473a-82dd-8d8af9f409e8,305,372301136270669,americanexpress
faccbf76-6533-4fc5-b375-39429cf013d6,306,5010129420570016,mastercard
3b889a80-b8cd-4b8d-a043-4d53de7ac05e,307,4041597951201,visa
281b2777-b371-487f-bdbe-b37ee499ff0e,308,4041373665694,visa
8eca8e39-70ee-4a94-baeb-0d73abe8e388,309,374622417247375,americanexpress
7760fd88-77ea-4966-9ff8-01e4a602b005,310,376462085223160,americanexpress
a94751c1-2cbc-4ea4-84b9-1f18300bdf4b,311,337941731907910,americanexpress
27cfb4d7-a611-4090-8239-09cdf2c68444,312,4482700976968,visa
c6ad73fd-f8d8-4b44-a481-40b218882c02,313,4041591628488331,visa
a8da96c3-5227-46ed-8c91-1e5905b39ccb,314,379906070761714,americanexpress
51bf4ad4-97f5-478a-9842-4a6d30d3f9c0,315,4174143271939,visa
ab602e90-a449-48cc-a1d9-c493a3ce979e,316,4041592533011960,visa
a6b932c8-c48a-413a-86c2-7c70905e9a24,317,4041374360840,visa
719d7a9d-7b4e-46ba-8dff-d403cea38b56,318,4041375036605,visa
0dcc15f1-139c-4a40-8a7c-1a1cceb510cf,319,5010122494897969,mastercard
7b76e1c4-f624-4e44-be90-06f0234d45e8,320,5007662444191620,mastercard
ad37cbb1-5c83-404e-9c61-03f6bf5b486c,321,4041371361098,visa
375af5a7-1b93-49a7-ab38-01db3924ea05,322,4169267398729487,visa
806c134a-111d-4088-8cb0-a255f6f1918c,323,374288853792934,americanexpress
663e1e40-df5a-434d-a4e6-3ebbec7760f9,324,5048372657265639,mastercard
18ef79be-cad3-402c-a4e1-f3412b49a541,325,4155018653554912,visa
ebfc252e-8010-4f38-8266-8e30fb45dd8e,326,374283237296298,americanexpress
82740eca-d924-4544-8ff0-9a8b68b1d1b7,327,5100021679176937,mastercard
30dccae2-e0c1-4226-a26a-db6abb350693,328,5007665333808576,mastercard
82ebd436-fc55-4b1c-a6ec-750f27e705a2,329,5100177121538098,mastercard
c3d80d29-9e75-45ba-96da-9fdfa93460e5,330,4017955081179,visa
d931be6e-1b9b-48ca-9333-55c4fe9d4b62,331,5151406935799820,mastercard
6fa48536-0829-47d7-85c6-ff8e233bdcbf,332,5002359829330254,mastercard
590f90c0-d2e5-4103-b5e0-f81f0b82117a,333,4041596763696689,visa
fa6ba9ca-ad58-4fd0-9c0e-06234c5d8fad,334,5100170131575036,mastercard
6938a2c7-4bd6-447e-8830-85a01fe1ed8d,335,4017957441850,visa
47ae499a-089d-4722-99bd-72f4eb0b3b17,336,374288700000754,americanexpress
379ccbf5-534c-4326-9f1c-689387dd2066,337,337941290860187,americanexpress
b581086d-ba66-4ea6-a5ab-a2d77e11ee0b,338,379373438025151,americanexpress
dd22ef6d-74ff-4b66-b199-bd8ba94eb6c7,339,5100149034661465,mastercard
4980467f-2b64-4c5b-bee7-ac86121b207f,340,4041373781728617,visa
429fe9a0-fd7a-4d4b-b200-bcbe02762fe8,341,371283836344419,americanexpress
13cf9951-47b2-4431-b3ff-a6ac1c40045b,342,5130619446151762,mastercard
1bf9ea12-1192-4191-af4e-c9f094421ec8,343,348681972302218,americanexpress
fc327d2c-a16d-43a3-b156-df880609d00a,344,337941684423675,americanexpress
ca5e0957-b43a-4416-a3db-61858a124029,345,4017951434778,visa
42cf1754-5b10-47fc-a59f-03f5dea78c50,346,4770192378644483,visa
